title,state_name,ideology,year,city,lat,lon
11th Hour Remnant Messenger,New Mexico,Christian Identity,2011,Santa Fe,35.6619,-105.9819
9/11 Christian Center at Ground Zero,New York,Anti-Muslim,2011,New York,40.6943,-73.9249
a2z Publications,Nevada,General Hate,2011,Las Vegas,36.2291,-115.2607
Abiding Truth Ministries,Massachusetts,Anti-LGBT,2011,Springfield,42.1155,-72.5395
Abundant Life Fellowship,Indiana,Christian Identity,2011,Morgantown,39.3729,-86.2585
AC Skins,New Jersey,Racist Skinhead,2011,Absecon,39.4228,-74.4944
AC Skins,New Jersey,Racist Skinhead,2011,Atlantic City,39.3797,-74.4527
AC Skins,New Jersey,Racist Skinhead,2011,Browns Mills,39.9737,-74.569
AC Skins,New Jersey,Racist Skinhead,2011,Linwood,39.3435,-74.5708
AC Skins,New Jersey,Racist Skinhead,2011,Marlton,39.9016,-74.9297
AC Skins,New Jersey,Racist Skinhead,2011,Somers Point,39.3167,-74.6066
AC Skins,New Jersey,Racist Skinhead,2011,Wildwood,38.9877,-74.8188
AC Skins,New Jersey,Racist Skinhead,2011,Woodbine,39.2283,-74.8095
Aggressive Christianity,New Mexico,General Hate,2011,Berino,32.0689,-106.6219
Aggressive Christianity,New Mexico,General Hate,2011,Fence Lake,34.669,-108.6801
Alabama White Knights of the KKK,Alabama,Ku Klux Klan,2011,Ashland,33.2704,-85.8337
Alabama White Knights of the KKK,Alabama,Ku Klux Klan,2011,Red Bay,34.4358,-88.1362
All Eyes On Egipt Bookstore,Illinois,Black Nationalist,2011,Chicago,41.8373,-87.6861
All Eyes On Egypt Bookstore,Georgia,Black Nationalist,2011,Macon,32.8407,-83.6324
Alliance for Catholic Tradition,Pennsylvania,Radical Traditional Catholicism,2011,Pleasant Unity,40.2395,-79.4509
Alternative Right,Montana,White Nationalist,2011,Whitefish,48.4332,-114.3592
America's Promise Ministries,Idaho,Christian Identity,2011,Sandpoint,48.2832,-116.5613
American Aryan Reich,Georgia,Neo-Nazi,2011,Atlanta,33.7626,-84.4228
American Aryan Reich,Tennessee,Neo-Nazi,2011,Gatlinburg,35.725,-83.4936
American Aryan Reich,Mississippi,Neo-Nazi,2011,Gulfport,30.4271,-89.0703
American Aryan Reich,Florida,Neo-Nazi,2011,Jacksonville,30.3322,-81.6749
American Aryan Reich,Arkansas,Neo-Nazi,2011,Little Rock,34.7255,-92.3581
American Aryan Reich,Alabama,Neo-Nazi,2011,Mobile,30.6783,-88.1162
American Aryan Reich,Louisiana,Neo-Nazi,2011,New Orleans,30.0687,-89.9288
American Aryan Reich,North Carolina,Neo-Nazi,2011,Raleigh,35.8323,-78.6439
American Aryan Reich,California,Neo-Nazi,2011,Sacramento,38.5667,-121.4683
American Border Patrol,Arizona,Anti-Immigrant,2011,Sierra Vista,31.563,-110.3153
The American Defence League,New York,Anti-Muslim,2011,New York,40.6943,-73.9249
American Family Association,Mississippi,Anti-LGBT,2011,Tupelo,34.2691,-88.7318
American Free Press,District of Columbia,General Hate,2011,Washington,38.9047,-77.0163
American Front,New Jersey,Racist Skinhead,2011,Hackensack,40.889,-74.0461
American Front,New Jersey,Racist Skinhead,2011,Haledon,40.9363,-74.1887
American Front,Florida,Racist Skinhead,2011,Lynn Haven,30.2361,-85.6389
American Front,New Jersey,Racist Skinhead,2011,Roselle,40.6527,-74.2599
American Front,California,Racist Skinhead,2011,Sacramento,38.5667,-121.4683
American Immigration Control Foundation/Americans for Immigration Control,Virginia,Anti-Immigrant,2011,Monterey,38.4116,-79.5809
American National Socialist Party,Florida,Neo-Nazi,2011,Bonita Springs,26.3559,-81.7861
American National Socialist Party,California,Neo-Nazi,2011,Corning,39.9282,-122.182
American National Socialist Party,Oregon,Neo-Nazi,2011,Eugene,44.0563,-123.1173
American National Socialist Party,Ohio,Neo-Nazi,2011,Chillicothe,39.3393,-82.9937
American Nationalist Union,Nevada,White Nationalist,2011,Las Vegas,36.2291,-115.2607
American Nazi Party,South Carolina,Neo-Nazi,2011,Laurens,34.5019,-82.021
American Nazi Party,Michigan,Neo-Nazi,2011,Westland,42.3192,-83.3805
American Renaissance/New Century Foundation,Virginia,White Nationalist,2011,Arlington,38.8786,-77.1011
American Renaissance/New Century Foundation,Massachusetts,White Nationalist,2011,Quincy,42.2516,-71.0183
American Renaissance/New Century Foundation,Illinois,White Nationalist,2011,Chicago,41.8373,-87.6861
American Renaissance/New Century Foundation,Virginia,White Nationalist,2011,Oakton,38.8887,-77.3017
American Third Position,Indiana,White Nationalist,2011,Indianapolis,39.7771,-86.1458
American Third Position,Florida,White Nationalist,2011,Jacksonville,30.3322,-81.6749
American Third Position,New York,White Nationalist,2011,New York,40.6943,-73.9249
American Third Position,California,White Nationalist,2011,San Diego,32.8312,-117.1226
American Third Position,New Jersey,White Nationalist,2011,Butler,40.9989,-74.3472
American Third Position,Arizona,White Nationalist,2011,Mesa,33.4017,-111.7181
American Third Position,California,White Nationalist,2011,Westminster,33.7523,-117.9938
American Third Position,North Dakota,White Nationalist,2011,Grand Forks,47.9223,-97.0887
American Vision,Georgia,Anti-LGBT,2011,Powder Springs,33.866,-84.6838
Americans for Truth About Homosexuality,Illinois,Anti-LGBT,2011,Naperville,41.7483,-88.1657
Artisan Publishers,Oklahoma,General Hate,2011,Muskogee,35.743,-95.3566
Aryan Nations,New Jersey,Neo-Nazi,2011,Wanaque,41.044,-74.29
Aryan Nations 88,Tennessee,Neo-Nazi,2011,Adamsville,35.2559,-88.3863
Aryan Nations 88,Texas,Neo-Nazi,2011,Arlington,32.6998,-97.125
Aryan Nations 88,Alabama,Neo-Nazi,2011,Ashland,33.2704,-85.8337
Aryan Nations 88,Idaho,Neo-Nazi,2011,Boise,43.6006,-116.2316
Aryan Nations 88,Pennsylvania,Neo-Nazi,2011,Darby,39.921,-75.2611
Aryan Nations 88,North Carolina,Neo-Nazi,2011,East Bend,36.2167,-80.5087
Aryan Nations 88,West Virginia,Neo-Nazi,2011,Falling Waters,39.5637,-77.8874
Aryan Nations 88,Wisconsin,Neo-Nazi,2011,Green Lake,43.8437,-88.9566
Aryan Nations 88,Missouri,Neo-Nazi,2011,Hawk Point,38.9719,-91.1325
Aryan Nations 88,Georgia,Neo-Nazi,2011,Hiawassee,34.9501,-83.7529
Aryan Nations 88,New York,Neo-Nazi,2011,Lake George,43.426,-73.715
Aryan Nations 88,Ohio,Neo-Nazi,2011,Marion,40.5933,-83.1236
Aryan Nations 88,Minnesota,Neo-Nazi,2011,Mora,45.8766,-93.2916
Aryan Nations 88,South Carolina,Neo-Nazi,2011,Myrtle Beach,33.7096,-78.8843
Aryan Nations 88,New Jersey,Neo-Nazi,2011,North Bergen,40.8043,-74.0121
Aryan Nations 88,California,Neo-Nazi,2011,Poway,32.9871,-117.0201
Aryan Nations 88,Virginia,Neo-Nazi,2011,Roanoke,37.2785,-79.958
Aryan Nations 88,Louisiana,Neo-Nazi,2011,Slaughter,30.7219,-91.1393
Aryan Nations 88,Georgia,Neo-Nazi,2011,Statesboro,32.4376,-81.775
Aryan Nations 88,Washington,Neo-Nazi,2011,Tacoma,47.2431,-122.4531
Aryan Nations 88,Illinois,Neo-Nazi,2011,Westville,40.044,-87.6389
Aryan Nations 88,Delaware,Neo-Nazi,2011,Wilmington,39.7415,-75.5413
Aryan Nations 88,Louisiana,Neo-Nazi,2011,Calhoun,32.5153,-92.3539
Aryan Nations Knights of the KKK,Georgia,Ku Klux Klan,2011,Cleveland,34.5971,-83.7622
Aryan Nations Knights of the KKK,Louisiana,Ku Klux Klan,2011,Converse,31.7795,-93.7001
Aryan Rebels,Tennessee,Racist Skinhead,2011,Covington,35.5656,-89.648
Aryan Rebels,Tennessee,Racist Skinhead,2011,Ripley,35.7449,-89.5358
Aryan Rebels,Tennessee,Racist Skinhead,2011,Mason,35.4124,-89.5434
Aryan Terror Brigade,New Jersey,Racist Skinhead,2011,Fords,40.5416,-74.3124
Aryan Terror Brigade,New Jersey,Racist Skinhead,2011,Paterson,40.9147,-74.1624
Aryan Terror Brigade,New Jersey,Racist Skinhead,2011,Flemington,40.5087,-74.8599
Aryan Wear,Texas,White Nationalist,2011,Keller,32.9337,-97.2255
As-Sabiqun,California,General Hate,2011,Los Angeles,34.1139,-118.4068
As-Sabiqun,California,General Hate,2011,Oakland,37.7903,-122.2165
As-Sabiqun,Pennsylvania,General Hate,2011,Philadelphia,40.0076,-75.134
